api;cat;type
<android.view.textservice.SuggestionsInfo: java.lang.String getSuggestionAt(int)>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.TextInfo: int getCookie()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.TextInfo: int getSequence()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.TextInfo: java.lang.String getText()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.TextServicesManager: android.view.textservice.SpellCheckerInfo getCurrentSpellChecker()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.TextServicesManager: android.view.textservice.SpellCheckerInfo[] getEnabledSpellCheckers()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.TextServicesManager: android.view.textservice.SpellCheckerSubtype getCurrentSpellCheckerSubtype(boolean)>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.TextServicesManager: android.view.textservice.TextServicesManager getInstance()>;NETWORK_INFORMATION;SOURCE
<android.webkit.BrowserFrame: android.webkit.CallbackProxy getCallbackProxy()>;BROWSER_INFORMATION;SOURCE
<android.webkit.BrowserFrame: boolean getShouldStartScrolledRight()>;BROWSER_INFORMATION;SOURCE
<android.webkit.BrowserFrame: java.lang.String getRawResFilename(int,android.content.Context)>;BROWSER_INFORMATION;SOURCE
<android.webkit.BrowserFrame: java.lang.String getUserAgentString()>;BROWSER_INFORMATION;SOURCE
<android.webkit.GeolocationPermissions: android.webkit.GeolocationPermissions getInstance()>;LOCATION_INFORMATION;SOURCE
<android.webkit.HTML5VideoView: boolean getPauseDuringPreparing()>;FILE_INFORMATION;SOURCE
<android.webkit.SslCertLookupTable: android.webkit.SslCertLookupTable getInstance()>;NETWORK_INFORMATION;SOURCE
<android.webkit.SslClientCertLookupTable: android.webkit.SslClientCertLookupTable getInstance()>;NETWORK_INFORMATION;SOURCE
<android.webkit.WebSettings: boolean getDatabaseEnabled()>;SYSTEM_SETTINGS;SOURCE
<android.webkit.WebSettings: boolean getDomStorageEnabled()>;SYSTEM_SETTINGS;SOURCE
<android.webkit.WebSettings: boolean getJavaScriptEnabled()>;SYSTEM_SETTINGS;SOURCE
<android.webkit.WebSettings: boolean getLightTouchEnabled()>;SYSTEM_SETTINGS;SOURCE
<android.webkit.WebSettings: boolean getPluginsEnabled()>;SYSTEM_SETTINGS;SOURCE
<android.webkit.WebSettings: boolean getSavePassword()>;SYSTEM_SETTINGS;SOURCE
<android.widget.CalendarView$WeekView: int getMonthOfFirstWeekDay()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView$WeekView: int getMonthOfLastWeekDay()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView$WeekView: java.util.Calendar getFirstDay()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView$WeeksAdapter: int getCount()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView$WeeksAdapter: java.lang.Object getItem(int)>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView$WeeksAdapter: java.util.Calendar getSelectedDay()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView$WeeksAdapter: long getItemId(int)>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView: boolean getShowWeekNumber()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView: int getFirstDayOfWeek()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView: long getDate()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView: long getMaxDate()>;CALENDAR_INFORMATION;SOURCE
<android.widget.CalendarView: long getMinDate()>;CALENDAR_INFORMATION;SOURCE
<android.widget.FrameLayout: boolean getConsiderGoneChildrenWhenMeasuring()>;FILE_INFORMATION;SOURCE
<android.widget.Gallery: int getChildDrawingOrder(int,int)>;IMAGE;SOURCE
<android.widget.Gallery: int getChildHeight(android.view.View)>;IMAGE;SOURCE
<android.widget.Gallery: int getLimitedMotionScrollAmount(boolean,int)>;IMAGE;SOURCE
<android.widget.RemoteViewsAdapter$RemoteViewsAdapterServiceConnection: com.android.internal.widget.IRemoteViewsFactory getRemoteViewsFactory()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.appwidget.IAppWidgetService$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.appwidget.IAppWidgetService$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.os.IDropBoxManagerService$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.os.IDropBoxManagerService$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.statusbar.IStatusBarService$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.statusbar.IStatusBarService$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ATResponseParser: java.lang.String nextString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.AdnRecord: byte[] buildAdnString(int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.AdnRecord: java.lang.String getAlphaTag()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.AdnRecord: java.lang.String getNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.AdnRecord: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.AdnRecord: java.lang.String[] getEmails()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.AdnRecordCache: java.util.ArrayList getRecordsIfLoaded(int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: boolean getDependencyMet()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: com.android.internal.telephony.ApnSetting getApnSetting()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: com.android.internal.telephony.ApnSetting getNextWaitingApn()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: com.android.internal.telephony.DataConnection getDataConnection()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: com.android.internal.telephony.DataConnectionAc getDataConnectionAc()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: int getWaitingApnsPermFailCount()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: java.lang.String getApnType()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: java.lang.String getReason()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnContext: java.util.ArrayList getWaitingApns()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ApnSetting: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.BaseCommands: int getLteOnCdmaMode()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Call: com.android.internal.telephony.Connection getEarliestConnection()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Call: com.android.internal.telephony.Connection getLatestConnection()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Call: long getEarliestConnectTime()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Call: long getEarliestCreateTime()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.CallForwardInfo: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.CallTracker: android.os.Message obtainNoPollCompleteMessage(int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.CallerInfo: com.android.internal.telephony.CallerInfo getCallerInfo(android.content.Context,android.net.Uri)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.CallerInfo: com.android.internal.telephony.CallerInfo getCallerInfo(android.content.Context,android.net.Uri,android.database.Cursor)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.CallerInfo: com.android.internal.telephony.CallerInfo getCallerInfo(android.content.Context,java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.CallerInfo: com.android.internal.telephony.CallerInfo markAsEmergency(android.content.Context)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.CallerInfo: com.android.internal.telephony.CallerInfo markAsVoiceMail()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.CallerInfo: java.lang.String getCallerId(android.content.Context,java.lang.String)>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.CallerInfo: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Connection: int getCnapNamePresentation()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Connection: java.lang.Object getUserData()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Connection: java.lang.String getCnapName()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Connection: java.lang.String getOrigDialString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.Connection: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnection$CallSetupException: int getRetryOverride()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnection$FailCause: int getErrorCode()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnection: boolean isRetryForever()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnection: boolean isRetryNeeded()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnection: int getDataConnectionId()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnection: int getRetryCount()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnection: int getRetryTimer()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionAc: android.app.PendingIntent getReconnectIntentSync()>;SYNCHRONIZATION_DATA;SOURCE
<com.android.internal.telephony.DataConnectionAc: android.net.LinkCapabilities getLinkCapabilitiesSync()>;SYNCHRONIZATION_DATA;SOURCE
<com.android.internal.telephony.DataConnectionAc: android.net.LinkProperties getLinkPropertiesSync()>;SYNCHRONIZATION_DATA;SOURCE
<com.android.internal.telephony.DataConnectionAc: com.android.internal.telephony.ApnSetting getApnSettingSync()>;SYNCHRONIZATION_DATA;SOURCE
<com.android.internal.telephony.DataConnectionAc: int getCidSync()>;SYNCHRONIZATION_DATA;SOURCE
<com.android.internal.telephony.DataConnectionAc: int getRefCountSync()>;SYNCHRONIZATION_DATA;SOURCE
<com.android.internal.telephony.DataConnectionAc: java.util.Collection getApnListSync()>;SYNCHRONIZATION_DATA;SOURCE
<com.android.internal.telephony.DataConnectionTracker$TxRxSum: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionTracker: android.net.LinkCapabilities getLinkCapabilities(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionTracker: android.net.LinkProperties getLinkProperties(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionTracker: boolean getAnyDataEnabled()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.DataConnectionTracker: boolean getDataOnRoamingEnabled()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.DataConnectionTracker: com.android.internal.telephony.ApnSetting fetchDunApn()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionTracker: int disableApnType(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionTracker: int enableApnType(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionTracker: java.lang.String apnIdToType(int)>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.DataConnectionTracker: java.lang.String getActiveApnString(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionTracker: java.lang.String getReryConfig(boolean)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DataConnectionTracker: java.lang.String[] getActiveApnTypes()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.DriverCall: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.GsmAlphabet: byte[] stringToGsm7BitPacked(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.GsmAlphabet: byte[] stringToGsm7BitPacked(java.lang.String,int,boolean,int,int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.GsmAlphabet: byte[] stringToGsm7BitPacked(java.lang.String,int,int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.GsmAlphabet: byte[] stringToGsm7BitPackedWithHeader(java.lang.String,byte[])>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.GsmAlphabet: byte[] stringToGsm7BitPackedWithHeader(java.lang.String,byte[],int,int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.GsmAlphabet: byte[] stringToGsm8BitPacked(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.GsmAlphabet: int[] getEnabledLockingShiftTables()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.GsmAlphabet: int[] getEnabledSingleShiftTables()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.IIccPhoneBook$Stub$Proxy: int[] getAdnRecordsSize(int)>;CONTACT_INFORMATION;SOURCE
<com.android.internal.telephony.IIccPhoneBook$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IIccPhoneBook$Stub$Proxy: java.util.List getAdnRecordsInEf(int)>;CONTACT_INFORMATION;SOURCE
<com.android.internal.telephony.IIccPhoneBook$Stub: android.os.IBinder asBinder()>;CONTACT_INFORMATION;SOURCE
<com.android.internal.telephony.IIccPhoneBook$Stub: com.android.internal.telephony.IIccPhoneBook asInterface(android.os.IBinder)>;CONTACT_INFORMATION;SOURCE
<com.android.internal.telephony.IPhoneStateListener$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneStateListener$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.IPhoneStateListener$Stub: com.android.internal.telephony.IPhoneStateListener asInterface(android.os.IBinder)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getCompleteVoiceMailNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getDeviceId()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getDeviceSvn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getIccSerialNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getIsimDomain()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getIsimImpi()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getLine1AlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getLine1Number()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getMsisdn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getSubscriberId()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getVoiceMailAlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getVoiceMailNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String[] getIsimImpu()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub: android.os.IBinder asBinder()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.IPhoneSubInfo$Stub: com.android.internal.telephony.IPhoneSubInfo asInterface(android.os.IBinder)>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.ISms$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ISms$Stub$Proxy: java.util.List getAllMessagesFromIccEf()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ISms$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ISms$Stub: com.android.internal.telephony.ISms asInterface(android.os.IBinder)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: android.os.Bundle getCellLocation()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getActivePhoneType()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getCallState()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getCdmaEriIconIndex()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getCdmaEriIconMode()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getDataActivity()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getDataState()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getLteOnCdmaMode()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getNetworkType()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: int getVoiceMessageCount()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: java.lang.String getCdmaEriText()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ITelephony$Stub$Proxy: java.util.List getNeighboringCellInfo()>;NETWORK_INFORMATION;SOURCE
